block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,likeability,5
2,likeability,17
2,likeability,15
3,mentalizing,17
3,mentalizing,7
3,mentalizing,6
4,self_other,3
4,self_other,13
4,self_other,17
5,mentalizing,12
5,mentalizing,8
5,mentalizing,20
6,self_other,1
6,self_other,10
6,self_other,12
7,likeability,21
7,likeability,1
7,likeability,11
8,self_other,19
8,self_other,11
8,self_other,9
9,likeability,2
9,likeability,7
9,likeability,10
10,mentalizing,21
10,mentalizing,9
10,mentalizing,3
11,likeability,4
11,likeability,9
11,likeability,16
12,self_other,8
12,self_other,7
12,self_other,16
13,mentalizing,2
13,mentalizing,5
13,mentalizing,13
14,self_other,4
14,self_other,2
14,self_other,6
15,likeability,14
15,likeability,3
15,likeability,13
16,self_other,5
16,self_other,20
16,self_other,18
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,likeability,20
18,likeability,8
18,likeability,6
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,likeability,19
20,likeability,18
20,likeability,12
21,self_other,21
21,self_other,15
21,self_other,14
